"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","Tomato spotted wilt disease","drench with Copper oxychloride at 2.5 g/lit at 4 lit/sq.m and Leaf spot can be controlled by spraying Mancozeb 2 g/lit or Copper oxychloride 2.5 g/lit.","CHHATTISGARH","Mungeli","MUNGELI","2014-10-04 14:41:26.060"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","Tomato spotted wilt disease","drench with Copper oxychloride at 2.5 g/lit at 4 lit/sq.m and Leaf spot can be controlled by spraying Mancozeb 2 g/lit or Copper oxychloride 2.5 g/lit.","CHHATTISGARH","Mungeli","MUNGELI","2014-10-04 14:41:40.097"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","Tomato spotted wilt disease","drench with Copper oxychloride at 2.5 g/lit at 4 lit/sq.m and Leaf spot can be controlled by spraying Mancozeb 2 g/lit or Copper oxychloride 2.5 g/lit.","CHHATTISGARH","Mungeli","MUNGELI","2014-10-04 14:41:54.340"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","Tomato spotted wilt disease","drench with Copper oxychloride at 2.5 g/lit at 4 lit/sq.m and Leaf spot can be controlled by spraying Mancozeb 2 g/lit or Copper oxychloride 2.5 g/lit.","CHHATTISGARH","Mungeli","MUNGELI","2014-10-04 14:42:10.233"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","how to control of brown hopper in rice crop ?","java or apple or bufrojin 25%Ec 300ml/acre spray","CHHATTISGARH","Mungeli","MUNGELI","2014-10-04 14:44:58.370"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","how to control insect in paddy  ?","Spray of Monocrotophos 36 s. L. 800 ml. / hac.","CHHATTISGARH","Mungeli","PATHARIYA","2014-10-05 06:50:26.003"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","farmer want to know information about How to control white fly in crop?","Spray Dimethoate 30 EC (Rogar) or Triazophos 30 ml per pump.","CHHATTISGARH","Mungeli","PATHARIYA","2014-10-05 08:03:13.637"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","????????????? 36 ??????? 1500 ??.??., ?? ????????????? 20 ??????? 2500 ??.??. ?? ???????????? 20% 150 ??.??..","To know about the control of stem borer in paddy crop ?","CHHATTISGARH","Mungeli","MUNGELI","2014-10-05 15:42:02.473"
"KHARIF","HORTICULTURE","Fruits","Citrus","	Plant Protection	","how to control insect in citrus ?","use dimethoate 30ec 30ml\pump","CHHATTISGARH","Mungeli","PATHARIYA","2014-10-06 07:37:20.523"
"KHARIF","HORTICULTURE","Vegetables","Cauliflower","	Plant Protection	","farmer want to know information about how to control insect pest in cauliflower crop?","recommended for to control insect pest in cauliflower  crop spray melathion @30ml/pump","CHHATTISGARH","Mungeli","MUNGELI","2014-10-06 15:09:07.937"
"KHARIF","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","how to control  Fusarium Wilt of tomato ?","•
The affected plants should be removed and destroyed.

Spot drench with Carbendazim 1 gm/litre of water.

Crop rotation with a non-host crop such as cereals.","CHHATTISGARH","Mungeli","MUNGELI","2014-10-06 15:16:07.660"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","how to control insect in paddy ?","use monocrotophos 36 ec","CHHATTISGARH","Mungeli","PATHARIYA","2014-10-07 07:57:29.550"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","?? ??? ?? ????? ?????? ??? ?? ???? ??? ???? ?????? ??? ??? ?? ???? ????? ??? ???? ?? ????? ?????: ???? ??? ? ???? ??????? ???? ??? ?? ?????? ?? ????? ?? ???? ???? ???? ?? ?","????????????? 36 ??????? 1500 ??.??., ??  ????????????? 20 ??????? 2500 ??.??. ?? ???????????? 20% 150 ??.??..","CHHATTISGARH","Mungeli","PATHARIYA","2014-10-07 15:52:02.370"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","?? ??? ?? ????? ?????? ??? ?? ???? ??? ???? ?????? ??? ??? ?? ???? ????? ??? ???? ?? ????? ?????: ???? ??? ? ???? ??????? ???? ??? ?? ?????? ?? ????? ?? ???? ???? ???? ?? ?","????????????? 36 ??????? 1500 ??.??., ??  ????????????? 20 ??????? 2500 ??.??. ?? ???????????? 20% 150 ??.??..","CHHATTISGARH","Mungeli","PATHARIYA","2014-10-07 15:52:18.810"
